"Mesa, AZ",33.424564,-111.833267
"Tempe, AZ",33.427204,-111.939896
"Texarkana, AR",33.441792,-94.037689
"Phoenix, AZ",33.448376,-112.074036
"Augusta, GA",33.466667,-81.966667
"Columbus, MS",33.495674,-88.427261
"Scottsdale, AZ",33.501324,-111.925278
"San Juan Capistrano, CA",33.501694,-117.662552
"Birmingham, AL",33.543682,-86.779633
"Lubbock, TX",33.576698,-101.855072
"Myrtle Beach, SC",33.689060,-78.886696
"Atlanta, GA",33.753746,-84.386330
"Palm Springs, CA",33.830517,-116.545601
"Wichita Falls, TX",33.930828,-98.484879
"Athens, GA",33.950001,-83.383331
"Lawrenceville, GA",33.957245,-83.988441
"Los Angeles, CA",34.052235,-118.243683
"Pasadena, CA",34.156113,-118.131943
"Florence, SC",34.195435,-79.762566
"Oxnard, CA",34.196411,-119.170898
"Pine Bluff, AR",34.224400,-92.019211
"Wilmington, NC",34.225727,-77.944710
"Santa Barbara, CA",34.420830,-119.698189
"Hot Springs, AR",34.496212,-93.057220
"Anderson, SC",34.503441,-82.650131
"Palmdale, CA",34.579449,-118.109291
"Lawton, OK",34.603565,-98.395927
"Prescott Valley, AZ",34.610023,-112.315720
"Lompoc, CA",34.639149,-120.457939
"Chester, SC",34.704929,-81.210251
"Huntsville, AL",34.738228,-86.601791
"Little Rock, AR",34.746483,-92.289597
"Greenville, SC",34.852619,-82.394012
"Rock Hill, SC",34.924866,-81.025078
"Mohave Valley, AZ",34.933060,-114.588852
"Santa Maria, CA",34.963623,-120.424576
"Southaven, MS",34.988983,-90.012589
"Chattanooga, TN",35.045631,-85.309677
"Fayetteville, NC",35.052666,-78.878357
"Albuquerque, NM",35.106766,-106.629181
"Memphis, TN",35.117500,-89.971107
"Cleveland, TN",35.159519,-84.876610
"Kingman, AZ",35.189442,-114.053009
"Flagstaff, AZ",35.198284,-111.651299
"Amarillo, TX",35.199165,-101.845276
"Norman, OK",35.222569,-97.439476
"Charlotte, NC",35.227085,-80.843124
"Moore, OK",35.339508,-97.486702
"Bakersfield, CA",35.393528,-119.043732
"Oklahoma City, OK",35.481918,-97.508469
"Ozark, AR",35.489746,-93.824272
"Greenville, NC",35.612659,-77.366356
"Ridgecrest, CA",35.633862,-117.679367
"Paso Robles, CA",35.640556,-120.680008
"Santa Fe, NM",35.691544,-105.944183
"Gatlinburg, TN",35.714321,-83.510391
"Raleigh, NC",35.787743,-78.644257
"Jonesboro, AR",35.835575,-90.705025
"Murfreesboro, TN",35.846111,-86.391945
"Knoxville, TN",35.964668,-83.926453
"High Point, NC",35.970554,-79.997498
"Durham, NC",35.994034,-78.898621
"Oak Ridge, TN",36.010357,-84.269646
"Brentwood, TN",36.033115,-86.782776
"Henderson, NV",36.039524,-114.981720
"Greensboro, NC",36.044659,-79.766235
"Fayetteville, AR",36.082157,-94.171852
"Winston-Salem, NC",36.099861,-80.244217
"Las Vegas, NV",36.114647,-115.172813
"Tuba City, AZ",36.136906,-111.240173
"Tulsa, OK",36.153980,-95.992775
"Nashville, TN",36.174465,-86.767960
"Springdale, AR",36.186745,-94.128815
"North Las Vegas, NV",36.201946,-115.120216
"Sunrise Manor, NV",36.211082,-115.073059
"Elizabeth City, NC",36.302952,-76.245804
"Visalia, CA",36.316666,-119.300003
"Hanford, CA",36.327728,-119.645912
"Elizabethton, TN",36.352879,-82.207649
"Enid, OK",36.395588,-97.878387
"Enid, OK",36.395588,-97.878387
"Clarksville, TN",36.531364,-87.353767
"Kingsport, TN",36.548435,-82.561821
"Monterey, CA",36.603954,-121.898460
"Farmington, NM",36.733379,-108.213272
"Norfolk, VA",36.850769,-76.285873
"Madera, CA",36.959530,-120.062866
"Santa Cruz, CA",36.974117,-122.030792
"Newport News, VA",37.070831,-76.484444
"Joplin, MO",37.084229,-94.513283
"Paducah, KY",37.086678,-88.604050
"St. George, UT",37.095169,-113.575974
"London, KY",37.129986,-84.084122
"Springfield, MO",37.210388,-93.297256
"Durango, CO",37.270500,-107.878700
"Roanoke, VA",37.270969,-79.941429
"San Jose, CA",37.3382, -121.8863
"Lynchburg, VA",37.412762,-79.146042
"Richmond, VA",37.541290,-77.434769
"Cedar City, UT",37.680492,-113.061722
"Wichita, KS",37.697948,-97.314835
"Carbondale, IL",37.701206,-89.228210
"San Francisco, CA",37.773972,-122.431297
"Oakland, CA",37.804363,-122.271111
"Rolla, MO",37.951424,-91.768959
"Evansville, IN",37.977222,-87.550552
"Lexington, KY",38.047989,-84.501640
"Mt Sterling, KY",38.056469,-83.943253
"Pueblo, CO",38.276463,-104.604607
"Fredericksburg, VA",38.309875,-77.466316
"Louisville, KY",38.328732,-85.764771
"Charleston, WV",38.349819,-81.632622
"Huntington, WV",38.413651,-82.446732
"Belleville, IL",38.526684,-89.991074
"Sacramento, CA",38.575764,-121.478851
"Jefferson City, MO",38.579575,-92.174782
"Rancho Cordova, CA",38.589073,-121.302727
"St. Louis, MO",38.627003,-90.199402
"Maysville, KY",38.641186,-83.744362
"Richfield, UT",38.769287,-112.088409
"Colorado Springs, CO",38.846127,-104.800644
"Washington, DC",38.9072,-77.0369
"South Lake Tahoe, CA",38.936604,-119.986649
"Columbia, MO",38.951561,-92.328636
"Leawood, KS",38.966675,-94.616898
"Annapolis, MD",38.978443,-76.492180
"Overland Park, KS",38.984764,-94.677658
"Brighton, IL",39.039055,-90.140678
"Topeka, KS",39.056198,-95.695312
"Grand Junction, CO",39.071445,-108.549728
"Kansas City, MO",39.099724,-94.578331
"Cincinnati, OH",39.103119,-84.512016
"Kansas City, KS",39.106667,-94.676392
"Yuba City, CA",39.136986,-121.607841
"Dover, DE",39.161079,-75.525681
"Manhattan, KS",39.183609,-96.571671
"Baltimore, MD",39.299236,-76.609383
"Mason, OH",39.368340,-84.329590
"Reno, NV",39.530895,-119.814972
"Sparks, NV",39.554443,-119.735558
"Glenwood Springs, CO",39.563354,-107.332993
"Greenwood, IN",39.614944,-86.105606
"Morgantown, WV",39.629524,-79.955894
"Avon, CO",39.633068,-106.522217
"Newark, DE",39.683723,-75.749657
"Chico, CA",39.728493,-121.837479
"Wilmington, DE",39.739071,-75.539787
"Denver, CO",39.742043,-104.991531
"Dayton, OH",39.758949,-84.191605
"Indianapolis, IN",39.791000,-86.148003
"Springfield, IL",39.799999,-89.650002
"Decatur, IL",39.842468,-88.953148
"Springfield, OH",39.925751,-83.806694
"Philadelphia, PA",39.952583,-75.165222
"Columbus, OH",39.983334,-82.983330
"Boulder, CO",40.014984,-105.270546
"Lebanon, IN",40.052059,-86.470642
"Spanish Fork, UT",40.114956,-111.654922
"Champaign, IL",40.116421,-88.243385
"Muncie, IN",40.191891,-85.401695
"Trenton, NJ",40.217052,-74.742935
"Provo, UT",40.233845,-111.658531
"Canonsburg, PA",40.262569,-80.187279
"Harrisburg, PA",40.263680,-76.890739
"Jeannette, PA",40.328125,-79.615318
"Loveland, CO",40.398857,-105.052643
"Lafayette, IN",40.416702,-86.875290
"West Lafayette, IN",40.425869,-86.908066
"Pittsburgh, PA",40.440624,-79.995888
"Pekin, IL",40.568459,-89.643028
"Fort Collins, CO",40.585258,-105.084419
"Redding, CA",40.586540,-122.391678
"Peoria, Il",40.703545,-89.579086
"New York City, NY",40.730610,-73.935242
"Newark, NJ",40.735657,-74.172363
"Salt Lake City, UT",40.7608, -111.8910
"Canton, OH",40.798946,-81.378448
"Lincoln, NE",40.806862,-96.681679
"Bountiful, UT",40.889389,-111.880768
"Grand Island, NE",40.929077,-98.368149
"Galesburg, IL",40.953976,-90.362549
"Akron, OH",41.081757,-81.511452
"Fort Wayne, IN",41.093842,-85.139236
"Youngstown, OH",41.102970,-80.647247
"Cheyenne, WY",41.161079,-104.805450
"Williamsport, PA",41.242451,-77.002831
"Wilkes-Barre, PA",41.245708,-75.881241
"Omaha, NE",41.257160,-95.995102
"New Haven, CT",41.308273,-72.927887
"New Haven, CT",41.310726,-72.929916
"New London, CT",41.355423,-72.102760
"Bowling Green, OH",41.374775,-83.651321
"Scranton, PA",41.411835,-75.665245
"Scranton, PA",41.414925,-75.669708
"Newport, RI",41.490578,-71.310196
"Cleveland, OH",41.505493,-81.681290
"Hobart, IN",41.529140,-87.250328
"Norwich, CT",41.532227,-72.088852
"Davenport, IA",41.543056,-90.590836
"Meriden, CT",41.546616,-72.789230
"Perrysburg, OH",41.568916,-83.640564
"Gary, IN",41.595161,-87.356934
"Des Moines, IA",41.619549,-93.598022
"Hyrum, UT",41.632893,-111.851120
"Toledo, OH",41.651031,-83.541939
"Iowa City, IA",41.661129,-91.530167
"South Bend, IN",41.676388,-86.250275
"Elkhart, IN",41.681992,-85.976669
"Poughkeepsie, NY",41.708290,-73.923912
"Michigan City, IN",41.723541,-86.899284
"Hartford, CT",41.763710,-72.685097
"Providence, RI",41.825226,-71.418884
"Chicago, IL",41.881832,-87.623177
"Cedar Rapids, IA",41.977879,-91.665627
"Marion, IA",42.033279,-91.596893
"Ames, IA",42.034534,-93.620369
"Evanston, IL",42.045597,-87.688568
"Binghamton, NY",42.098843,-75.920647
"Springfield, MA",42.101391,-72.590279
"Erie, PA",42.129223,-80.085060
"Corning, NY",42.148773,-77.062103
"Chicopee, MA",42.155258,-72.600060
"Highland Park, IL",42.190166,-87.786697
"Ashland, OR",42.194576,-122.709480
"Jackson, MI",42.245777,-84.405968
"Rockford, Il",42.259445,-89.064445
"Worcester, MA",42.271389,-71.798889
"Ann Arbor, MI",42.279594,-83.732124
"Kalamazoo, MI",42.299152,-85.591736
"Battle Creek, MI",42.321152,-85.179710
"Medford, OR",42.326515,-122.875595
"Detroit, MI",42.331429,-83.045753
"Boston, MA",42.361145,-71.057083
"Dunkirk, NY",42.481365,-79.343887
"Salem, MA",42.519539,-70.896713
"Cedar Falls, IA",42.534901,-92.445312
"Twin Falls, ID",42.562786,-114.460503
"Kenosha, WI",42.588081,-87.822899
"Cortland, NY",42.604729,-76.187370
"Lowell, MA",42.640999,-71.316711
"Albany, NY",42.652580,-73.756233
"Racine, WI",42.722702,-87.784225
"Lansing, MI",42.732536,-84.555534
"Nashua, NH",42.765366,-71.467567
"Cohoes, NY",42.774475,-73.708412
"Geneva, NY",42.868473,-76.996490
"Buffalo, NY",42.880230,-78.878738
"Cheektowaga, NY",42.902615,-78.744576
"Auburn, NY",42.933334,-76.566666
"Amsterdam, NY",42.940933,-74.200806
"Grand Rapids, MI",42.963795,-85.670006
"Fitchburg, WI",43.002316,-89.424095
"Manchester, NH",43.008663,-71.454391
"Flint, MI",43.016193,-83.705521
"Milwaukee, WI",43.038902,-87.906471
"Gloversville, NY",43.052845,-74.363762
"Brookfield, WI",43.061615,-88.107948
"Madison, WI",43.073051,-89.401230
"Syracuse, NY",43.088947,-76.154480
"Niagara Falls, NY",43.092461,-79.047150
"Rochester, NY",43.161030,-77.610924
"Greece, NY",43.209785,-77.693062
"Muskegon, MI",43.224194,-86.235809
"Decorah, IA",43.303307,-91.785706
"Glens Falls, NY",43.311825,-73.655975
"Idaho Falls, ID",43.491650,-112.033966
"Sioux Falls, SD",43.536388,-96.731667
"Meridian, ID",43.612343,-116.393707
"Meridian, ID",43.614166,-116.398888
"Midland, MI",43.618183,-84.234238
"Boise, ID",43.618881,-116.215019
"Toronto, Ontario",43.6532,-79.3832
"Eagle, ID",43.695442,-116.354012
"Plankinton, SD",43.714790,-98.484451
"Fond du Lac, WI",43.774071,-88.455734
"La Crosse, WI",43.801357,-91.239578
"Watertown, NY",43.974785,-75.910759
"Rochester, MN",44.016369,-92.475395
"Oshkosh, WI",44.034294,-88.547745
"Springfield, OR",44.046204,-123.023346
"Winona, MN",44.049999,-91.633331
"Eugene, OR",44.052071,-123.086754
"Bend, OR",44.058174,-121.315308
"Rapid City, SD",44.080544,-103.231018
"Brookings, SD",44.311356,-96.798386
"Sturgis, SD",44.409706,-103.509079
"South Burlington, VT",44.466995,-73.170959
"Burlington, VT",44.475883,-73.212074
"Green Bay, WI",44.513332,-88.015831
"Corvallis, OR",44.564568,-123.262047
"Albany, OR",44.636513,-123.105927
"Mio, MI",44.652237,-84.129730
"Ogdensburg, NY",44.694229,-75.486336
"Bangor, ME",44.808147,-68.795013
"Eau Claire, WI",44.811348,-91.498497
"Salem, OR",44.944099,-123.040283
"Saint Paul, MN",44.953705,-93.089958
"Saint Paul, MN",44.954445,-93.091301
"Minneapolis, MN",44.986656,-93.258133
"Hugo, MN",45.159966,-92.993340
"Beaverton, OR",45.485168,-122.804489
"Hillsboro, OR",45.522896,-122.989830
"Portland, OR",45.523064,-122.676483
"St Cloud, MN",45.560230,-94.172852
"Vancouver, WA",45.633331,-122.599998
"Billings, MT",45.787636,-108.489304
"Hermiston, OR",45.845543,-119.292641
"Brainerd, MN",46.355934,-94.201408
"Helena, MT",46.595806,-112.027031
"Yakima, WA",46.602070,-120.505898
"Moscow, ID",46.731705,-116.999939
"Duluth, MN",46.786671,-92.100487
"Bismarck, ND",46.825905,-100.778275
"Fargo, ND",46.877186,-96.789803
"Olympia, WA",47.037872,-122.900696
"Lakewood, WA",47.171764,-122.518456
"Tacoma, WA",47.258728,-122.465973
"Bemidji, MN",47.481018,-94.888229
"Great Falls, MT",47.506187,-111.283691
"Seattle, WA",47.608013,-122.335167
"Spokane, WA",47.658779,-117.426048
"Post Falls, ID",47.712257,-116.948364
"Mukilteo, WA",47.947079,-122.303864
"Everett, WA",47.982567,-122.193375
"Williston, ND",48.146969,-103.617973
"Victoria, BC",48.4284,-123.3656
"Bellingham, WA",48.769768,-122.485886
"Vancouver, BC",49.2827,-123.1207
"Winnipeg, Manitoba",49.8951,-97.1384
"Juneau, AK",58.305801,-134.433304
"Anchorage, AK",61.217381,-149.863129
"North Pole, AK",64.751114,-147.349442
"Fairbanks, AK",64.835365,-147.776749
"Utqiagvik, AK",71.290558,-156.788605
